number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_use_base_price,params_use_category_Beverages,params_use_category_Extras,params_use_category_Pasta,params_use_category_Pizza,params_use_category_Rice Bowl,params_use_category_Salad,params_use_category_Sandwich,params_use_center_id,params_use_center_id_orders_mean,params_use_center_id_orders_median,params_use_center_id_orders_std,params_use_center_type_TYPE_A,params_use_center_type_TYPE_B,params_use_center_type_TYPE_C,params_use_checkout_price,params_use_cuisine_Continental,params_use_cuisine_Indian,params_use_cuisine_Italian,params_use_cuisine_Thai,params_use_demand_pct_change_1,params_use_emailer_for_promotion,params_use_emailer_for_promotion_rolling_sum_3,params_use_homepage_featured,params_use_homepage_featured_rolling_sum_3,params_use_is_holiday_week,params_use_lag1_x_emailer,params_use_lag1_x_home,params_use_meal_id,params_use_meal_id_orders_mean,params_use_meal_id_orders_median,params_use_meal_id_orders_std,params_use_num_orders_lag_1,params_use_num_orders_lag_10,params_use_num_orders_lag_2,params_use_num_orders_lag_3,params_use_num_orders_lag_5,params_use_price_diff,params_use_price_diff_x_emailer,params_use_price_diff_x_home,params_use_rolling_mean_10,params_use_rolling_mean_3,params_use_rolling_mean_5,params_use_rolling_std_10,params_use_rolling_std_3,params_use_rolling_std_5,params_use_rolling_volatility_10,params_use_rolling_volatility_5,params_use_seasonal_regime,params_use_weekofyear,params_use_weekofyear_cos,params_use_weekofyear_sin,params_use_weeks_since_emailer_for_promotion,params_use_weeks_since_homepage_featured,params_use_weeks_to_next_holiday,state
559,0.09320790466716929,2025-04-26 01:49:32.868787,2025-04-26 01:49:37.336589,0 days 00:00:04.467802,0.7863785659888487,4,0.9641420500531862,0.08698577009454389,1.2639198543700232,0.06297254027569973,10,14,124,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
560,0.09442781245226328,2025-04-26 01:49:37.352369,2025-04-26 01:49:41.809769,0 days 00:00:04.457400,0.7930378707154554,4,0.9541104135029512,0.0826037514269434,1.5238184772426078,0.06702280869937108,10,18,125,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,COMPLETE
561,0.09096808884115848,2025-04-26 01:49:41.825615,2025-04-26 01:49:46.195185,0 days 00:00:04.369570,0.7797416793553468,4,0.9700708865577482,0.0696304606196618,1.4094793852250864,0.07104218888849531,10,17,121,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
562,0.14955433753851416,2025-04-26 01:49:46.210523,2025-04-26 01:49:50.705190,0 days 00:00:04.494667,0.7889921256408728,4,0.9732380889957007,0.001892255114172114,1.001010912558377,0.04026384113984847,10,16,126,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
563,0.5583832381071391,2025-04-26 01:49:50.721159,2025-04-26 01:49:54.498728,0 days 00:00:03.777569,0.7813122311250273,4,0.8847011525217469,0.10627675043524878,1.135291719148497,0.06969374636256699,10,13,121,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
564,0.4861802926563541,2025-04-26 01:49:54.514519,2025-04-26 01:49:58.697207,0 days 00:00:04.182688,0.7827104016883505,4,0.9690023220651401,0.0687897115120434,1.3807020621358053,0.058845596549509605,10,13,125,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
565,0.09152647239655204,2025-04-26 01:49:58.713034,2025-04-26 01:50:03.424764,0 days 00:00:04.711730,0.7759439343957752,4,0.9686470610419792,0.07778342950511244,0.7273282304046511,0.06494003909652196,10,17,121,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
566,0.09228347249194128,2025-04-26 01:50:03.440671,2025-04-26 01:50:07.851073,0 days 00:00:04.410402,0.7801453762563405,4,0.9613325426788081,0.06427042325498199,1.507992071183972,0.07102884789057438,10,15,126,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,COMPLETE
567,0.10151611736358625,2025-04-26 01:50:07.866940,2025-04-26 01:50:12.567289,0 days 00:00:04.700349,0.7886016459688737,4,0.9732873003135777,0.10308446671907388,1.0544791608494137,0.07552556833173395,10,16,124,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
568,0.09251117943442093,2025-04-26 01:50:12.583068,2025-04-26 01:50:17.179909,0 days 00:00:04.596841,0.7967422608701586,4,0.9625401602916458,0.06008069610099287,1.7046572209473125,0.060576627893161636,10,16,128,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,COMPLETE
569,0.091967836019344,2025-04-26 01:50:17.195276,2025-04-26 01:50:21.541525,0 days 00:00:04.346249,0.7751904261312771,4,0.9569587682168412,0.07207539210729645,1.2619730894646308,0.07177842532393863,10,15,121,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
570,0.12524837343008824,2025-04-26 01:50:21.557100,2025-04-26 01:50:26.026449,0 days 00:00:04.469349,0.7808084284094498,4,0.9653195215295524,0.05704209824317492,1.7166360093569621,0.06673781448471917,10,17,126,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
571,0.09056196198550093,2025-04-26 01:50:26.041838,2025-04-26 01:50:30.403283,0 days 00:00:04.361445,0.7738173333677418,4,0.9513416175145318,0.08844789207991828,1.5452641964186282,0.0734536832085559,10,14,123,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
572,0.09767821045632459,2025-04-26 01:50:30.419015,2025-04-26 01:50:34.862066,0 days 00:00:04.443051,0.7719246896673577,4,0.94868096625553,0.10859670109393499,1.4357888527908675,0.055592283553299975,10,16,120,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
573,0.09191829937957574,2025-04-26 01:50:34.877462,2025-04-26 01:50:39.302545,0 days 00:00:04.425083,0.7838145066732711,4,0.957997495194272,0.0013984656084207153,1.3322517970016605,0.0693632725480195,10,13,123,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
574,0.08946580970751762,2025-04-26 01:50:39.318296,2025-04-26 01:50:43.697692,0 days 00:00:04.379396,0.7748036624066977,4,0.9463042391729453,0.07745332621390032,0.9557014295944933,0.07452590896960593,10,14,119,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
575,0.09940748925134947,2025-04-26 01:50:43.713462,2025-04-26 01:50:48.294809,0 days 00:00:04.581347,0.7766233995221627,4,0.9458184205513311,0.09930852926416579,1.2148075156466842,0.06290237592464613,10,13,128,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
576,0.09708419040604847,2025-04-26 01:50:48.310918,2025-04-26 01:50:52.836472,0 days 00:00:04.525554,0.7820937652792237,4,0.9462593340663061,0.0885359364062795,0.734338009082164,0.06535971045724955,10,12,123,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
577,0.09391833375737114,2025-04-26 01:50:52.852207,2025-04-26 01:50:57.117458,0 days 00:00:04.265251,0.79118444216796,4,0.9467438505196557,0.07792804792417643,0.8853537194587594,0.07370388241152205,10,12,111,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
578,0.10280367657309093,2025-04-26 01:50:57.151337,2025-04-26 01:51:01.772245,0 days 00:00:04.620908,0.7742076486678866,4,0.9519655298347817,0.12499795216151813,0.935676262353123,0.06955487941890587,10,11,126,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
579,0.11813153491269579,2025-04-26 01:51:01.788110,2025-04-26 01:51:05.845138,0 days 00:00:04.057028,0.7773684850526503,4,0.951544108879984,0.06915909912135537,1.1498344310045645,0.1951800706022932,10,14,119,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,COMPLETE
580,0.09195207869004414,2025-04-26 01:51:05.860560,2025-04-26 01:51:10.287844,0 days 00:00:04.427284,0.7863143240798528,3,0.9435771026757795,0.11988089212283506,1.5226388777828765,0.07658121358085823,10,14,125,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
581,0.2124205444691458,2025-04-26 01:51:10.304053,2025-04-26 01:51:14.845457,0 days 00:00:04.541404,0.771234324107981,4,0.953870753629556,0.16177834601286364,0.9535601580545519,0.033527800657675313,10,14,122,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
582,0.09309942779974441,2025-04-26 01:51:14.861091,2025-04-26 01:51:19.339212,0 days 00:00:04.478121,0.776732858112361,4,0.9420797988295636,0.13530238243110773,1.3797573314366893,0.08031195556460405,10,13,128,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
583,0.6298110648454925,2025-04-26 01:51:19.354860,2025-04-26 01:51:23.192745,0 days 00:00:03.837885,0.7694813117926507,4,0.9519999285820658,0.08811337909479892,1.0609947746159556,0.06707829157804526,10,15,119,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
584,0.09838296826940891,2025-04-26 01:51:23.208452,2025-04-26 01:51:27.791392,0 days 00:00:04.582940,0.7849777696875274,4,0.9462863928542747,0.060784137010050615,1.6524526471249572,0.07186521493932276,10,16,124,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
585,0.08876281045201496,2025-04-26 01:51:27.807546,2025-04-26 01:51:32.431466,0 days 00:00:04.623920,0.772763225774831,4,0.9704066577761268,0.07944996075230071,0.8273656790245729,0.0769971497594545,10,15,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
586,0.09496890072922763,2025-04-26 01:51:32.447734,2025-04-26 01:51:37.232545,0 days 00:00:04.784811,0.7816056796562234,4,0.9718469351614206,0.08694388203615686,0.46211381351517866,0.06112798862014476,10,14,128,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,COMPLETE
587,0.09900044094256726,2025-04-26 01:51:37.248496,2025-04-26 01:51:42.194512,0 days 00:00:04.946016,0.7934242006017487,4,0.9750384550366652,0.0717295722823153,0.6648183610331744,0.07441442536347083,10,14,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,COMPLETE
588,0.09036218304892807,2025-04-26 01:51:42.210110,2025-04-26 01:51:46.919435,0 days 00:00:04.709325,0.775606574382308,4,0.9683176507777758,0.09272428311079145,0.8245685904161888,0.06792822485043337,10,16,122,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
589,0.09297897188074462,2025-04-26 01:51:46.935392,2025-04-26 01:51:51.707814,0 days 00:00:04.772422,0.7778514152917967,4,0.9718450997197415,0.10034451979194173,0.5134748805355105,0.06366746137597255,10,15,123,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
590,0.09071867685828118,2025-04-26 01:51:51.723417,2025-04-26 01:51:56.433758,0 days 00:00:04.710341,0.773184602926327,4,0.969582572968877,0.0857135799203409,0.7999093398865729,0.06736022451190456,10,16,125,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
591,0.09529896448994539,2025-04-26 01:51:56.449419,2025-04-26 01:52:01.266232,0 days 00:00:04.816813,0.786063546353104,4,0.9725630913128831,0.1375561585806698,0.8005078312015073,0.057559484613397424,10,15,125,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
592,0.1440627688299655,2025-04-26 01:52:01.282237,2025-04-26 01:52:05.992727,0 days 00:00:04.710490,0.7738729132591854,4,0.967713748097467,0.08560699563982387,0.5659567196312588,0.06591911909361024,10,16,122,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
593,0.09363077515682139,2025-04-26 01:52:06.008232,2025-04-26 01:52:10.833157,0 days 00:00:04.824925,0.7765782147013066,4,0.9748825196535255,0.10411699196483118,0.7815209621628264,0.05976237714238881,10,16,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
594,0.12391467943710803,2025-04-26 01:52:10.849761,2025-04-26 01:52:15.664916,0 days 00:00:04.815155,0.7896250136078237,4,0.9662239402664172,0.0760704046007541,0.7011663311698453,0.050929743381054514,10,15,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
595,0.09220519758888333,2025-04-26 01:52:15.680266,2025-04-26 01:52:20.441720,0 days 00:00:04.761454,0.7822854494778583,4,0.9686100787789237,0.08912581658155844,0.9875723876392876,0.06318603189783083,10,15,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
596,0.09239771985764311,2025-04-26 01:52:20.457642,2025-04-26 01:52:25.353339,0 days 00:00:04.895697,0.9194695285580492,4,0.9762627605862615,0.1075707895539325,0.8447051373726508,0.06764217510930147,10,14,122,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
597,0.0898239625379156,2025-04-26 01:52:25.369820,2025-04-26 01:52:30.124215,0 days 00:00:04.754395,0.7723404213454218,4,0.9652368482276574,0.12649663278320067,0.8216210750958706,0.06892154573502818,10,17,128,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
598,0.11816081188149498,2025-04-26 01:52:30.139822,2025-04-26 01:52:34.891239,0 days 00:00:04.751417,0.7712677901807776,4,0.9608579365290872,0.2270890387279289,0.6121827802415761,0.055190919726247414,10,15,128,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,COMPLETE
599,0.10863270865485247,2025-04-26 01:52:34.907035,2025-04-26 01:52:39.697908,0 days 00:00:04.790873,0.7708931128865409,4,0.9650106959419342,0.13644508099565222,0.867470863275551,0.06507580641559962,10,13,128,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
600,0.09341548146280625,2025-04-26 01:52:39.713614,2025-04-26 01:52:44.497234,0 days 00:00:04.783620,0.7715566794060925,4,0.9660593105583799,0.12540465827478486,0.7735499118399556,0.060794907113071665,10,16,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
601,0.09665191350202808,2025-04-26 01:52:44.512871,2025-04-26 01:52:49.253928,0 days 00:00:04.741057,0.7764928422611622,4,0.9619084224632827,0.1220831117382136,0.6176897137323102,0.06746784588549497,10,16,128,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
602,0.10951942749692938,2025-04-26 01:52:49.270463,2025-04-26 01:52:53.955524,0 days 00:00:04.685061,0.7685936989642433,4,0.9594639934545135,0.1749516013381272,0.933723692450368,0.07014881542099706,10,17,125,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
603,0.5556227072495085,2025-04-26 01:52:53.970963,2025-04-26 01:52:58.111737,0 days 00:00:04.140774,0.8005239077965287,4,0.9659749988883629,0.09908454869734369,0.7004503305942563,0.062181115960440736,10,15,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
604,0.4568672380350199,2025-04-26 01:52:58.127570,2025-04-26 01:53:02.416961,0 days 00:00:04.289391,0.7811012862959809,4,0.9589646302927433,0.07622657505653503,0.8686514770154855,0.06783858738613775,10,17,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
605,0.10428672239603763,2025-04-26 01:53:02.433105,2025-04-26 01:53:07.319373,0 days 00:00:04.886268,0.7729828745501458,4,0.9770717557720947,0.09379253747345336,1.0366242201052562,0.05829752155882823,10,11,128,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
606,0.09825259860943884,2025-04-26 01:53:07.335147,2025-04-26 01:53:12.005830,0 days 00:00:04.670683,0.7674940847292174,4,0.9618414061289495,0.05715289103268706,0.8275869048865766,0.07094519094173955,10,14,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,COMPLETE
607,0.30347739352827546,2025-04-26 01:53:12.022409,2025-04-26 01:53:16.907512,0 days 00:00:04.885103,0.7774950250540649,4,0.9689175735105456,0.1124432483268809,1.0710804611851878,0.027738586925737527,10,16,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,COMPLETE
608,0.08971295196202933,2025-04-26 01:53:16.923943,2025-04-26 01:53:21.725050,0 days 00:00:04.801107,0.7851849455597502,4,0.9578721940936101,0.15586440144488076,1.1081019621677817,0.06595270361606836,10,18,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
609,0.09016025613342822,2025-04-26 01:53:21.741226,2025-04-26 01:53:26.567688,0 days 00:00:04.826462,0.7913590384995118,4,0.9580209055149257,0.1903157910405354,0.41186283623632575,0.06324393018343748,10,17,123,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
610,0.09808098236837504,2025-04-26 01:53:26.583474,2025-04-26 01:53:31.377311,0 days 00:00:04.793837,0.7917197980233651,4,0.9722231472355246,0.1947849161282335,0.4098403487156368,0.05878434689500025,10,18,122,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
611,0.0963753790424942,2025-04-26 01:53:31.393332,2025-04-26 01:53:36.323394,0 days 00:00:04.930062,0.7959970863684013,4,0.9631462477206794,0.20419471178497706,0.6841182498821313,0.056061401039197704,10,18,128,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
612,0.09121033988967471,2025-04-26 01:53:36.339601,2025-04-26 01:53:41.199122,0 days 00:00:04.859521,0.7880748644294179,3,0.958236501902103,0.26800405269624256,0.3627572736822633,0.06262269546259061,10,17,123,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
613,0.09120295029083923,2025-04-26 01:53:41.215193,2025-04-26 01:53:46.076868,0 days 00:00:04.861675,0.8034636771498386,4,0.9684415032244277,0.19496367360023298,0.19429294497785135,0.06252512558211233,10,17,126,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
614,0.10277638094442994,2025-04-26 01:53:46.093604,2025-04-26 01:53:50.901112,0 days 00:00:04.807508,0.7836020140114657,4,0.9574837089194775,0.1586762258323948,0.9259641272135781,0.05190726318222007,10,17,121,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
615,0.08917639208953636,2025-04-26 01:53:50.917685,2025-04-26 01:53:55.715368,0 days 00:00:04.797683,0.7858578373440155,4,0.9641661026308006,0.16494836070328453,1.1196062063810446,0.06549434737923301,10,18,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
616,0.10609644712098983,2025-04-26 01:53:55.731273,2025-04-26 01:54:00.654687,0 days 00:00:04.923414,0.7892213145059622,4,0.9775406649878412,0.21360232460046058,0.5482653490998529,0.060746118463397426,10,18,124,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,COMPLETE
